record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
AU-G-C-001117,Class C Marihuana Grower - License,Canapa Valley Farms,"700 E Huron AVE Bldg 2, Vassar MI 48768",03/16/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.36904345,-83.57290246683166,success,address,photon
AU-G-C-001115,Class C Marihuana Grower - License,Canapa Valley Farms,"700 E Huron AVE Bldg 2, Vassar MI 48768",03/16/2025,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.36904345,-83.57290246683166,success,address,photon
AU-G-C-001113,Class C Marihuana Grower - License,"Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768",03/16/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.36904345,-83.57290246683166,success,address,photon
AU-G-C-001112,Class C Marihuana Grower - License,"Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768",03/16/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.36904345,-83.57290246683166,success,address,photon
AU-G-C-001111,Class C Marihuana Grower - License,"Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768",03/16/2026,Active,,Public documents available,,AU,Grower,C,AU - Class C Grower.csv,,43.36904345,-83.57290246683166,success,address,photon
AU-G-C-001147,Class C Marihuana Grower - License,"Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813",12/14/2023,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.639547624923,-84.713746609499,success,address,arcgis
AU-G-C-001133,Class C Marihuana Grower - License,"Emerald Mountain Labs, LLC","21445 Hoover RD Suite 316, Warren MI 48089",10/26/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.453129697802,-83.009099933789,success,address,arcgis
AU-G-C-001140,Class C Marihuana Grower - License,Insane Gorilla Cultivation,"12420 S Straits HWY, Wolverine MI 49799",03/14/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,45.2821295,-84.606619,success,address,nominatim
AU-G-C-001130,Class C Marihuana Grower - License,"Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064",03/10/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.1985852,-86.056194,success,address,nominatim
AU-G-C-001129,Class C Marihuana Grower - License,"Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064",03/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.1985852,-86.056194,success,address,nominatim
AU-G-C-001146,Class C Marihuana Grower - License,Traverse City Cannabis Company,"924 Hastings ST, TRAVERSE CITY MI 49686",01/21/2025,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,44.749594,-85.592907,success,address,nominatim
AU-G-C-001110,Class C Marihuana Grower - License,BETTER MADE CANNABIS,"4160 COMMERCE DR, FLUSHING MI 48433",03/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.064757004876,-83.808409033254,success,address,arcgis
AU-G-C-001109,Class C Marihuana Grower - License,BETTER MADE CANNABIS,"4160 COMMERCE DR, FLUSHING MI 48433",03/10/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.064757004876,-83.808409033254,success,address,arcgis
AU-G-C-001128,Class C Marihuana Grower - License,"Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064",03/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.1985852,-86.056194,success,address,nominatim
AU-G-C-001103,Class C Marihuana Grower - License,CALYXI,"3801 Crooked Creek DR, Vassar MI 48768",03/08/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.319467304137824,-83.52949886308802,success,address,photon
AU-G-C-001073,Class C Marihuana Grower - License,Stoney Leaf,"17498 Mount Elliott RD, Detroit MI 48212",02/21/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.4136128,-83.03688397446732,success,address,photon
AU-G-C-001121,Class C Marihuana Grower - License,"Quality Cannabis Farms, LLC","47200 48th ST, Lawrence MI 49064",02/21/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.2467739,-86.0132886,success,address,nominatim
AU-G-C-001100,Class C Marihuana Grower - License,"JBB Cultivating, LLC","295 Root ST, Oakley MI 48649",02/21/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.1413181,-84.1659614,success,address,nominatim
AU-G-C-001092,Class C Marihuana Grower - License,Planted Organics,"111 W Mt Hope AVE D-26, Lansing MI 48910",01/18/2025,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.73418995,-84.5730078270077,success,address,photon
AU-G-C-001108,Class C Marihuana Grower - License,"Westfield Group, LLC","13300 Foley ST, Detroit MI 48227",02/16/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.379458,-83.175956,success,address,nominatim
AU-G-C-001081,Class C Marihuana Grower - License,Epic Farms LLC,"9270 N Saginaw RD, Mount Morris MI 48458",02/14/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.12323384998836,-83.69447079322778,success,address,photon
AU-G-C-001106,Class C Marihuana Grower - License,Jade Collection of Morenci,"9081 Skyline Industrial DR, Morenci MI 49256",11/16/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,41.7125797,-84.2080545,success,address,nominatim
AU-G-C-001105,Class C Marihuana Grower - License,"Tamtamali, LLC","4345 Waterman RD, Vassar MI 48768",02/13/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,43.393656,-83.514801,success,address,nominatim
AU-G-C-001075,Class C Marihuana Grower - License,"Morenci Brothers 4, LLC","520 Hammontree DR Suite A, Morenci MI 49256",02/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,41.71549195411428,-84.20474026105326,success,address,photon
AU-G-C-001104,Class C Marihuana Grower - License,Treetown Cannabis,"834 Railroad ST, Ypsilanti MI 48197",01/07/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2533055,-83.6178555,success,address,nominatim
AU-G-C-001101,Class C Marihuana Grower - License,BC Bud Company,"3436 Patterson RD, Bay City MI 48706",02/07/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,43.6395219,-83.8731308,success,address,nominatim
AU-G-C-001074,Class C Marihuana Grower - License,"Area Capital, LLC","2 Johnson CT, Bay City MI 48708",11/10/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,43.605309,-83.871558,success,address,nominatim
AU-G-C-001123,Class C Marihuana Grower - License,"Diamond Cut Farms 2, LLC","3712 Patterson RD, Bay City MI 48706",01/21/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.6322277,-83.8736768,success,address,nominatim
AU-G-C-001083,Class C Marihuana Grower - License,Havi Consortium LLC,"33842 88th AVE, Lawton MI 49065",02/03/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.098738514864,-85.876224881912,success,address,arcgis
AU-G-C-001114,Class C Marihuana Grower - License,"Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223",02/01/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.3816047,-83.2326956,success,address,nominatim
AU-G-C-001107,Class C Marihuana Grower - License,"Cherry Industries, LLC","6387 E Nevada ST, Detroit MI 48234",07/27/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.4265152,-83.0375122,success,address,nominatim
AU-G-C-001116,Class C Marihuana Grower - License,"Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223",02/01/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.3816047,-83.2326956,success,address,nominatim
AU-G-C-001099,Class C Marihuana Grower - License,Plush Companies,"6755 E APPLE AVE, MUSKEGON MI 49442",02/01/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.2349131,-86.0783865,success,address,nominatim
AU-G-C-001098,Class C Marihuana Grower - License,Plush Companies,"6755 E APPLE AVE, MUSKEGON MI 49442",02/01/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.2349131,-86.0783865,success,address,nominatim
AU-G-C-001097,Class C Marihuana Grower - License,Plush Companies,"6755 E APPLE AVE, MUSKEGON MI 49442",02/01/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.2349131,-86.0783865,success,address,nominatim
AU-G-C-001093,Class C Marihuana Grower - License,Amber Waves Cannabis Co.,"325 Hammontree DR, Morenci MI 49256",08/31/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,41.715492,-84.2047403,success,address,nominatim
AU-G-C-001070,Class C Marihuana Grower - License,"WLJ Ventures, LLC","3925 Crooked Creek DR Bldg A, Vassar Township MI 48768",01/23/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.319467304137824,-83.52949886308802,success,address,photon
AU-G-C-001090,Class C Marihuana Grower - License,MDMS Group LLC,"32200 Dequindre RD Suite B, Warren MI 48092",01/20/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.528519468628,-83.085646407253,success,address,arcgis
AU-G-C-001063,Class C Marihuana Grower - License,"Monroe Dispo, LLC","900 Ladd RD, Walled Lake MI 48390",01/17/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.536649,-83.492336,success,address,nominatim
AU-G-C-001091,Class C Marihuana Grower - License,Evolution Grow Company,"1060 River Road West, Battle Creek MI 49037",02/10/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.3387249,-85.2451694,success,address,nominatim
AU-G-C-001068,Class C Marihuana Grower - License,"Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211",01/17/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.33554215,-83.04663655991102,success,address,photon
AU-G-C-001069,Class C Marihuana Grower - License,"Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211",01/17/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.33554215,-83.04663655991102,success,address,photon
AU-G-C-001041,Class C Marihuana Grower - License,Giving Tree Gardens,"540 S Center ST, Adrian MI 49221",11/24/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,41.8926172,-84.0292749,success,address,nominatim
AU-G-C-001034,Class C Marihuana Grower - License,"Happy Buds, LLC","929 Elliot RD, Albion MI 49224",01/12/2025,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.257014746897,-84.77866377904,success,address,arcgis
AU-G-C-001080,Class C Marihuana Grower - License,Pure Source,"23230 Amber AVE, Warren MI 48089",11/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.4652422,-82.9971158,success,address,nominatim
AU-G-C-001052,Class C Marihuana Grower - License,QPS Michigan Holdings LLC,"1209 Tech DR, Webberville MI 48892",02/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.65729601153,-84.190422987654,success,address,arcgis
AU-G-C-001082,Class C Marihuana Grower - License,"Lansing Pros, Inc.","22550 Nagel ST, Warren MI 48089",01/03/2027,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.4573914,-83.002071,success,address,nominatim
AU-G-C-001096,Class C Marihuana Grower - License,"Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089",06/13/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.453129697802,-83.009099933789,success,address,arcgis
AU-G-C-001095,Class C Marihuana Grower - License,"Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089",06/13/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.453129697802,-83.009099933789,success,address,arcgis
AU-G-C-001047,Class C Marihuana Grower - License,Time Travelers Cannabis,"1504 Cumberland ST, Saginaw MI 48601",12/20/2025,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.4135472,-83.9092901,success,address,nominatim
AU-G-C-001046,Class C Marihuana Grower - License,"Sour Flower Organics, LLC","51956 44th ST, Paw Paw MI 49079",12/20/2025,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2382439,-85.9764624,success,address,nominatim
AU-G-C-001043,Class C Marihuana Grower - License,Green Earth Cultivators,"22349 Groesbeck HWY, Warren MI 48089",12/15/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.4597867,-82.994768,success,address,nominatim
AU-G-C-001026,Class C Marihuana Grower - License,FLWRpot,"1022 E Michigan ST, Adrian MI 49221",12/14/2025,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,41.8938885,-84.0222539,success,address,nominatim
AU-G-C-001036,Class C Marihuana Grower - License,"Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813",12/14/2025,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.639547624923,-84.713746609499,success,address,arcgis
AU-G-C-001035,Class C Marihuana Grower - License,"Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813",12/14/2025,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.639547624923,-84.713746609499,success,address,arcgis
AU-G-C-001061,Class C Marihuana Grower - License,Leaf and Bud,"14470 Livernois AVE Suite D, Detroit MI 48238",12/09/2024,Active,,Public documents available,,AU,Grower,C,AU - Class C Grower.csv,,42.3857719,-83.13985097512486,success,address,photon
AU-G-C-001060,Class C Marihuana Grower - License,Leaf and Bud,"14470 Livernois AVE Suite D, Detroit MI 48238",12/09/2024,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.3857719,-83.13985097512486,success,address,photon
AU-G-C-001031,Class C Marihuana Grower - License,"PM Growers, LLC","707 Industrial Park DR, Bangor MI 49013",12/07/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2984433,-86.12549,success,address,nominatim
AU-G-C-001049,Class C Marihuana Grower - License,"Tomtom, LLC","6431 East Palmer ST, Detroit MI 48211",12/05/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.3653236,-83.0596055,success,address,nominatim
AU-G-C-001062,Class C Marihuana Grower - License,AUBREY VENTURES LLC,"24117 GROESBECK HWY, WARREN MI 48089",12/05/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.4731351,-82.9848295,success,address,nominatim
AU-G-C-001064,Class C Marihuana Grower - License,Great Lakes Kush LLC,"1336 Sunset AVE, Lansing MI 48917",07/14/2024,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.748778,-84.57916,success,address,nominatim
AU-G-C-001058,Class C Marihuana Grower - License,Butter,"1110 Tower ST, Flint MI 48503",11/22/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.0175137,-83.6527265,success,address,nominatim
AU-G-C-001057,Class C Marihuana Grower - License,Butter,"1110 Tower ST, Flint MI 48503",11/22/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.0175137,-83.6527265,success,address,nominatim
AU-G-C-001056,Class C Marihuana Grower - License,Butter,"1110 Tower ST, Flint MI 48503",11/22/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.0175137,-83.6527265,success,address,nominatim
AU-G-C-001055,Class C Marihuana Grower - License,Butter,"1110 Tower ST, Flint MI 48503",11/22/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.0175137,-83.6527265,success,address,nominatim
AU-G-C-001054,Class C Marihuana Grower - License,butter,"1110 Tower ST, Flint MI 48503",11/22/2024,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,43.0175137,-83.6527265,success,address,nominatim
AU-G-C-001029,Class C Marihuana Grower - License,"PDS Ventures, LLC","21445 Hoover RD Suite 320, Warren MI 48089",12/06/2026,Active,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.453129697802,-83.009099933789,success,address,arcgis
AU-G-C-001042,Class C Marihuana Grower - License,H&N Partners LLC,"43275 Irwin, Harrison Township MI 48045",11/18/2023,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.6013473,-82.8518425,success,address,nominatim
AU-G-C-001045,Class C Marihuana Grower - License,"MEM Gardens, LLC","346 Logan ST, Adrian MI 49221",03/03/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,41.892331,-84.0324088,success,address,nominatim
AU-G-C-001038,Class C Marihuana Grower - License,"Liberty Wellness, LLC","208 Hyde ST, Kalkaska MI 49646",07/14/2023,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,44.7283925,-85.1779184,success,address,nominatim
AU-G-C-001044,Class C Marihuana Grower - License,Fractal Cannabis,"8981 CEDAR CREEK DR, HOLTON MI 49425",11/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.4180094,-86.0691641,success,address,nominatim
AU-G-C-001027,Class C Marihuana Grower - License,"Pure Source, LLC","23230 Amber AVE, Warren MI 48089",11/10/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.4652422,-82.9971158,success,address,nominatim
AU-G-C-000995,Class C Marihuana Grower - License,"MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2785028,-83.1384632,success,address,nominatim
AU-G-C-000996,Class C Marihuana Grower - License,"MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2785028,-83.1384632,success,address,nominatim
AU-G-C-000997,Class C Marihuana Grower - License,"MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2785028,-83.1384632,success,address,nominatim
AU-G-C-000994,Class C Marihuana Grower - License,White Ash Cannabis,"1110 N Fancher ST, Mt. Pleasant MI 48858",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,43.6137988,-84.7720027,success,address,nominatim
AU-G-C-001023,Class C Marihuana Grower - License,"Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.9999475,-83.653928,success,address,nominatim
AU-G-C-000998,Class C Marihuana Grower - License,"MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.2785028,-83.1384632,success,address,nominatim
AU-G-C-001024,Class C Marihuana Grower - License,"Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507",11/09/2026,Active,,,,AU,Grower,C,AU - Class C Grower.csv,,42.9999475,-83.653928,success,address,nominatim
AU-G-C-001025,Class C Marihuana Grower - License,"Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507",11/09/2025,License Void,,,,AU,Grower,C,AU - Class C Grower.csv,,42.9999475,-83.653928,success,address,nominatim
AU-G-C-000990,Class C Marihuana Grower - License,Total Essence LLC,"14470 Livernois ST Suite E, Detroit MI 48238",11/07/2025,License Void,,Public Documents Available,,AU,Grower,C,AU - Class C Grower.csv,,42.3857719,-83.13985097512486,success,address,photon
